coup	5.88748722617946
mise	5.7597984328104825
comble	5.637667422835742
minable	5.4382345074456975
impose	5.433806773153296
atteinte	5.381068368201763
naze	5.301568826328267
pète	5.299853195994276
minables	5.287919320816766
entrain	5.277096335652551
pique	5.240843921725107
agite	5.234703687149446
fichu	5.232663156365468
tape	5.230080068064458
délire	5.21248651100503
taper	5.206738437250903
éclate	5.194498481882425
galère	5.151523886246293
coups	5.149410216064902
éclater	5.147361995573138
refait	5.141916594927453
enfonce	5.134536276834452
écrase	5.131473414560978
pourri	5.127660332921264
remise	5.122650099355065
colle	5.110615858487301
embrouille	5.107861509355908
repère	5.099137510521576
baver	5.080193795955191
foutu	5.070486151769794
balance	5.066988167250781
ressort	5.063372519393078
casse	5.061475328063191
gonfle	5.037255472733181
ménager	5.036371644702001
arrange	5.029200328346025
met	5.027807626316272
trempe	5.026351918453091
enchaîne	5.024332620377277
piquer	5.006684892367086
relevé	5.003455050598657
foireux	5.001264183374621
tapé	4.999673624366057
claque	4.999494772648225
défonce	4.989010819783671
dépasse	4.985325613511745
barré	4.981188562218007
réduit	4.9799683337009855
craque	4.9785068032355255
tripoter	4.977305669973699
vachement	4.972342403678144
pacotille	4.970829008154551
perturbe	4.969773296708965
passer	4.9659862024841015
balancer	4.955970801633144
gêner	4.955162433508912
hyper	4.953863884028574
andouille	4.950750917842595
péter	4.943483685558766
relecture	4.939975260969252
gonflé	4.9312098768565225
acharne	4.92056669342304
plongé	4.920513510358571
bouillie	4.917854746851882
morveux	4.91478239573963
chauffe	4.9032506641598275
abrutis	4.902156982314881
défiler	4.8985231064633865
enfoncer	4.897829876568678
tarés	4.897763117932259
emballe	4.896406500446575
arrache	4.893843246589945
déchire	4.892813756768167
craquer	4.8891177931776895
priori	4.887946425062957
gêne	4.88338171764406
éclat	4.880102181066455
coller	4.8764747247769025
sort	4.874402594956571
abruti	4.8737030814757585
remue	4.872276368688753
amadouer	4.869779898968126
pince	4.8688644478890275
nuls	4.865453326552302
cuit	4.8649471460855285
trait	4.863235388307763
allure	4.863194099154369
roule	4.86305198469872
monté	4.850172732416331
lancée	4.849273718522117
plombs	4.846646528175216
drague	4.8453208908087815
traîne	4.844275535371093
minus	4.840898978296698
piquant	4.838923844742544
remis	4.838463951860633
couler	4.834776919907187
branché	4.832686194049934
couillon	4.8323100002375545
roulée	4.829312125798623
confie	4.825162531291349
nazes	4.823556382572043
cogne	4.821655014068825
bouscule	4.816772550316699
évoque	4.815352010215138
acharnement	4.812722366544522
bidon	4.808345875266238
remet	4.804595476869076
décidément	4.8033459350011025
fichus	4.802074349626
remonté	4.800016318329258
acharner	4.798693426256738
rabaisser	4.788357941736072
engueuler	4.784426820982308
râler	4.783986559518267
fond	4.782201374233539
cons	4.782010726444637
magouilles	4.780802353311113
banal	4.779023326725341
surpasse	4.7784320761693255
con	4.778265141819398
montée	4.776294362430193
vrille	4.77125551040187
brouhaha	4.7707293137406825
compte	4.770662065972421
baratin	4.769705911909686
râle	4.766224205834621
remonte	4.764956143950863
emmerder	4.764827760335267
h	4.763257304449122
soigne	4.763247355093318
enfoncé	4.762519450163003
débloque	4.758812861974896
écarté	4.758511546159618
pointe	4.758328708044886
passent	4.756989424762813
diminue	4.756759153327325
balancé	4.756172502897286
guette	4.754127230569352
dévoile	4.752091442261243
affole	4.7493957216706795
mises	4.7479598974666
échappe	4.746257336641436
pourrie	4.745147928540851
plonge	4.743415418251049
lancé	4.7419509417606935
nase	4.740032490195752
tapes	4.7392704857845995
tient	4.7390724453323445
énerve	4.738655604522821
bricole	4.737705740334036
prise	4.737068890846764
prive	4.73647003497211
rigueur	4.735305462187844
piqué	4.734856646203381
délires	4.733442676472922
saloperie	4.732192809003722
demeuré	4.72877373540747
lâchent	4.725347230833682
embarquer	4.718697267745563
remontée	4.71845016906886
méme	4.717694492186801
taré	4.7167622589674885
ringard	4.716277261511891
participe	4.716134192259772
remuer	4.715976871629026
percé	4.71513379231142
merveille	4.712840708911539
fourré	4.712009737454747
exagéré	4.709860323024749
réclame	4.709766383493498
chier	4.709732902074003
fixe	4.709630896140905
défile	4.708831912431281
braque	4.7047939625157955
ardeur	4.704756344897432
pétard	4.702230474922072
défoncer	4.6993225357238515
conforme	4.699285167027256
tourner	4.698489393230915
convient	4.6967399676788375
nul	4.696515445991936
glander	4.695798003256366
hésiter	4.694508282310153
dépasser	4.6935428612126575
drôlement	4.6933966813957495
pourris	4.693031673174769
poil	4.692489015614699
trousses	4.6921624485802225
cocotte	4.691988230762381
mêle	4.691917072354554
tendre	4.688988949297398
réserve	4.688837297718316
bide	4.68877540038271
rengaine	4.688536867318389
ignoble	4.688045741366762
casses	4.68789046835102
reprise	4.687242768396855
balances	4.682687990449624
relève	4.6816119202893285
dépassé	4.68155627274736
déraille	4.68061529420577
flanche	4.680438720869919
pis	4.6781953865066805
résumé	4.677537069263117
agace	4.676975655251056
bouché	4.675269645532657
bilan	4.674370479867055
attire	4.672680164157931
griller	4.6699916568649105
embrouilles	4.668456437446729
mèche	4.668138594114735
dresser	4.6679522344293325
incite	4.66773711470154
douceur	4.666698271120813
ravir	4.665582460210861
crétins	4.6650881533870034
lancer	4.664827624511787
tripote	4.664122328047757
coule	4.6639412372902935
baigne	4.662371073167379
passés	4.662255658365866
vif	4.661837617618415
déborde	4.661331379356885
domine	4.658817061301856
brouille	4.658806914065652
déroulement	4.658527803035901
atteint	4.656971856746585
aborde	4.656622755944979
bourre	4.654289332753891
crapule	4.652556114775399
sacré	4.650896385724151
incontournable	4.650391488622834
